"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-08-31,"Webb","AL","Dothan","Houston County",13227,790,0.0233160621761658,0.0477453580901857,0.0394736842105263,428
2019-08-31,"Mentone","AL","Fort Payne","De Kalb County",13228,936,-0.00213219616204691,-0.00847457627118644,-0.031055900621118,662
2019-08-31,"Londonderry","PA","Philadelphia-Camden-Wilmington","Chester County",13229,1615,0.0031055900621118,0.0125391849529781,0.100136239782016,785
2019-08-31,"Mishicot","WI","Manitowoc","Manitowoc County",13230,766,-0.0229591836734694,-0.0266836086404066,0.00393184796854522,1437
2019-08-31,"Washington Heights","NY","New York-Newark-Jersey City","Orange County",13231,1581,0.00764818355640535,0.0128122998078155,0.0160668380462725,734
2019-08-31,"Nehalem","OR",,"Tillamook County",13232,1677,0.00539568345323741,0.00539568345323741,-0.0395189003436426,2419
2019-08-31,"Waynesfield","OH","Wapakoneta","Auglaize County",13233,833,-0.00239520958083832,0.00482509047044632,0.00240673886883273,651
2019-08-31,"Chambers","AZ",,"Apache County",13234,1352,0.00371195248700817,0.015015015015015,0.0416024653312789,279
2019-08-31,"Burbank","OH","Wooster","Wayne County",13235,850,0.0216346153846154,0.0216346153846154,-0.0492170022371365,625
2019-08-31,"New Church","VA",,"Accomack County",13236,1039,-0.0234962406015038,-0.0334883720930233,-0.0485347985347985,327
2019-08-31,"Lewisville","AR",,"Lafayette County",13237,720,-0.00552486187845304,-0.032258064516129,-0.0425531914893617,376
2019-08-31,"Liberty","TN",,"Dekalb County",13238,1045,0.00868725868725869,0.0125968992248062,-0.00286259541984733,1066
2019-08-31,"Montrose","IA","Fort Madison-Keokuk","Lee County",13239,778,-0.0126903553299492,-0.03831891223733,-0.111872146118721,765
2019-08-31,"Bennet","NE","Lincoln","Lancaster County",13240,1386,-0.00929235167977126,-0.0246305418719212,-0.0204946996466431,434
2019-08-31,"Wolverine","MI",,"Cheboygan County",13241,942,-0.00422832980972516,-0.00317460317460317,0.00641025641025641,852
2019-08-31,"Bolton","NY","Glens Falls","Warren County",13242,1719,-0.00347826086956522,0.00408878504672897,0.031812725090036,1722
2019-08-31,"Glenford","OH","Columbus","Perry County",13243,935,0.00321888412017167,0.00862998921251348,-0.0370751802265705,494
2019-08-31,"Wiggins","CO","Fort Morgan","Morgan County",13244,1318,-0.0435413642960813,-0.104010876954453,-0.0551971326164875,942
2019-08-31,"Lucas","OH","Mansfield","Richland County",13245,750,0,-0.00793650793650794,-0.128919860627178,848
2019-08-31,"Oakley","KS",,"Logan County",13246,782,-0.00382165605095541,-0.00382165605095541,-0.0212765957446809,824
2019-08-31,"Vestaburg","MI","Grand Rapids-Wyoming","Montcalm County",13247,922,0.001085776330076,0.0087527352297593,0.0453514739229025,1286
2019-08-31,"Stroud","OK","Oklahoma City","Lincoln County",13248,788,0.00767263427109974,0.0180878552971576,0.0634278002699055,1486
2019-08-31,"Stanley","NM","Santa Fe","Santa Fe County",13249,1434,-0.00692520775623269,-0.0330411328388402,-0.0848755583918315,387
2019-08-31,"Thaxton","VA","Lynchburg","Bedford County",13250,931,-0.00534188034188034,-0.0441478439425051,-0.193939393939394,1005
2019-08-31,"Antelope Valley-Crestview","WY","Gillette","Campbell County",13251,1240,0.0239471511147812,0.00813008130081301,0.0553191489361702,470
2019-08-31,"Elkville","IL","Carbondale-Marion","Jackson County",13252,620,0.0114192495921697,-0.01743264659271,-0.163292847503374,421
2019-08-31,"Saint Ansgar","IA",,"Mitchell County",13253,910,-0.00109769484083425,0.0011001100110011,-0.0540540540540541,1002
2019-08-31,"Elba","NY","Batavia","Genesee County",13254,1394,0.00941346850108617,0.025,-0.0319444444444444,689
2019-08-31,"Winterhaven","CA","El Centro","Imperial County",13255,935,-0.00213447171824973,,0.035437430786268,188
2019-08-31,"Fabius","NY","Syracuse","Onondaga County",13256,1355,0.0111940298507463,0.00743494423791822,-0.00950292397660819,567
2019-08-31,"Conway Springs","KS","Wichita","Sumner County",13257,821,-0.00121654501216545,0.00121951219512195,0.0405576679340938,628
2019-08-31,"Avoca","PA","Scranton--Wilkes-Barre--Hazleton","Luzerne County",13258,970,0.0114702815432742,0.0577971646673937,0.126596980255517,1121
2019-08-31,"Albany","TX",,"Shackelford County",13259,1173,0.0112068965517241,0.0298507462686567,0.0683060109289618,880
2019-08-31,"North Newton","PA","Harrisburg-Carlisle","Cumberland County",13260,1229,-0.0238284352660842,-0.0405932864949258,-0.0307570977917981,680
2019-08-31,"Rome City","IN","Kendallville","Noble County",13261,1085,0.00184672206832872,0.0074280408542247,0.0658153241650295,1152
2019-08-31,"Ridgecrest","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",13262,1214,0.013355592654424,0.0218855218855219,-0.0342084327764519,731
2019-08-31,"Barre","NY","Rochester","Orleans County",13263,1349,0.00671641791044776,0.0297709923664122,0.0345092024539877,528
2019-08-31,"Black Earth","WI","Madison","Dane County",13264,1343,0.00373692077727952,-0.0110456553755523,-0.0647632311977716,875
2019-08-31,"Saint Jo","TX",,"Montague County",13265,1230,0,0.00737100737100737,-0.0191387559808612,197
2019-08-31,"Little Suamico","WI","Green Bay","Oconto County",13266,977,0.0155925155925156,0.0155925155925156,-0.0791705937794533,965
2019-08-31,"Huntland","TN","Tullahoma-Manchester","Franklin County",13267,1045,0.00966183574879227,0.045,0.138344226579521,898
2019-08-31,"East Wheatfield","PA","Indiana","Indiana County",13268,738,-0.00539083557951483,-0.0199203187250996,-0.0403120936280884,622
2019-08-31,"Orondo","WA","Wenatchee","Douglas County",13269,1757,0.00745412844036697,0.0185507246376812,0.115555555555556,441
2019-08-31,"Chester","IL",,"Randolph County",13270,926,0.00433839479392625,0.0254706533776301,0.00871459694989107,1299
2019-08-31,"Park City","KY","Glasgow","Barren County",13271,828,-0.0036101083032491,0.00485436893203883,-0.00480769230769231,503
2019-08-31,"Clifford","PA",,"Susquehanna County",13272,1216,0.00912863070539419,0.0244313395113732,-0.0477682067345341,225
2019-08-31,"Vance","SC","Orangeburg","Orangeburg County",13273,873,0.0139372822299652,0.0258519388954172,-0.0602798708288482,467
2019-08-31,"Gray","KY","London","Knox County",13274,873,-0.00795454545454545,-0.0068259385665529,-0.0168918918918919,153
2019-08-31,"Oakland","NE",,"Burt County",13275,1068,0.0037593984962406,0.0152091254752852,-0.00373134328358209,868
2019-08-31,"Franklin","NY",,"Delaware County",13276,1596,0.020460358056266,0.0857142857142857,0.056953642384106,769
2019-08-31,"Clyo","GA","Savannah","Effingham County",13277,1282,0.0322061191626409,0.108996539792388,0.137533274179237,584
2019-08-31,"Baldwin","LA","Morgan City","Saint Mary Parish",13278,716,-0.12039312039312,,-0.198208286674132,717
2019-08-31,"Buffalo","SC","Spartanburg","Union County",13279,933,0.00647249190938511,0.0412946428571429,0.0554298642533937,890
2019-08-31,"Rosholt","WI","Stevens Point","Portage County",13280,844,-0.00118343195266272,-0.034324942791762,0.0168674698795181,1282
2019-08-31,"Wortham","TX",,"Freestone County",13281,1205,0.00752508361204013,0.0151642796967144,0.0432900432900433,468
2019-08-31,"Lyndon Station","WI",,"Juneau County",13282,956,0.00104712041884817,0.00420168067226891,0.0159404888416578,820
2019-08-31,"Blum","TX",,"Hill County",13283,1234,0.0309106098579783,0.0834064969271291,0.0206782464846981,213
2019-08-31,"Old Lycoming","PA","Williamsport","Lycoming County",13284,916,-0.0139935414424112,-0.026567481402763,-0.0681586978636826,900
2019-08-31,"Chalkville","AL","Birmingham-Hoover","Jefferson County",13285,1052,0.00862895493767977,0.0193798449612403,0.0303623898139079,603
2019-08-31,"Iron City","GA",,"Seminole County",13286,1000,0.00300902708124373,0.0183299389002037,0.0764262648008611,342
2019-08-31,"Nelson","NY","Syracuse","Madison County",13287,1284,-0.0100231303006939,0.0166270783847981,-0.253922138291691,672
2019-08-31,"Swiss","WV",,"Nicholas County",13288,789,0.00766283524904214,0.0233463035019455,-0.00879396984924623,196
2019-08-31,"Crawford","TX","Waco","McLennan County",13289,1259,0.0252442996742671,0.0544388609715243,0.0345110928512736,925
2019-08-31,"Michie","TN",,"McNairy County",13290,955,0.00632244467860906,0.0246781115879828,0.00844772967265047,1685
2019-08-31,"Ararat","NC","Mount Airy","Surry County",13291,1136,0.0088809946714032,0.034608378870674,0.0317892824704814,119
2019-08-31,"Hazlehurst","GA",,"Jeff Davis County",13292,879,0.00687285223367698,0.0244755244755245,-0.00565610859728507,843
2019-08-31,"Sarepta","LA","Shreveport-Bossier City","Webster Parish",13293,1054,-0.0347985347985348,-0.036563071297989,0.047713717693837,648
2019-08-31,"Sheffield","PA","Warren","Warren County",13294,864,0.00115874855156431,0.0117096018735363,0.0759651307596513,721
2019-08-31,"Covert","NY","Seneca Falls","Seneca County",13295,1236,-0.0336200156372166,-0.128349788434415,-0.286374133949192,533
2019-08-31,"Fertile","MN","Grand Forks","Polk County",13296,838,-0.00710900473933649,-0.00828402366863905,-0.24910394265233,682
2019-08-31,"Pickens","MS",,"Holmes County",13297,881,0.00113636363636364,0.0149769585253456,-0.0677248677248677,290
2019-08-31,"Dorset","OH","Ashtabula","Ashtabula County",13298,763,-0.0280254777070064,-0.127002288329519,-0.237762237762238,360
2019-08-31,"Senath","MO","Kennett","Dunklin County",13299,757,0.00264900662251656,0.0106809078771696,0.0543175487465181,1040
2019-08-31,"Quemahoning","PA","Somerset","Somerset County",13300,732,0.0138504155124654,0.0252100840336134,-0.0734177215189873,470
2019-08-31,"Richford","VT","Burlington-South Burlington","Franklin County",13301,1392,-0.00713266761768902,-0.0050035739814153,0.0875,722
2019-08-31,"Mount Union","PA","Huntingdon","Huntingdon County",13302,893,-0.00223463687150838,0.0136208853575482,0.0229095074455899,637
2019-08-31,"Boalsburg","PA","State College","Centre County",13303,1593,0.00568181818181818,0.0218088518280949,0.0133587786259542,1265
2019-08-31,"Coaldale","PA","Pottsville","Schuylkill County",13304,752,0.0203527815468114,0.0606488011283498,0.102639296187683,1118
2019-08-31,"Mount Calvary","WI","Fond du Lac","Fond du Lac County",13305,691,-0.00288600288600289,-0.0128571428571429,,881
2019-08-31,"Jeddo","MI","Detroit-Warren-Dearborn","Saint Clair County",13306,1088,0.0130353817504655,0.0431447746883989,-0.013599274705349,738
2019-08-31,"Cove City","NC","New Bern","Craven County",13307,965,0.0136554621848739,0.0179324894514768,0.0168598524762908,587
2019-08-31,"New Hampton","NH","Laconia","Belknap County",13308,1744,0.00518731988472622,0.0954773869346734,0.294729027468448,476
2019-08-31,"Riceboro","GA","Hinesville","Liberty County",13309,992,0.00813008130081301,0.0431125131440589,0.0475184794086589,282
2019-08-31,"Louisville","AL","Eufaula","Barbour County",13310,827,0.00608272506082725,0.0134803921568627,-0.0841638981173865,678
2019-08-31,"Dale","IN",,"Spencer County",13311,853,-0.00466744457409568,0.00117370892018779,0.0154761904761905,1034
2019-08-31,"Conewago","PA","Harrisburg-Carlisle","Dauphin County",13312,1311,-0.0252788104089219,-0.00606520090978014,-0.0506879073135409,662
2019-08-31,"Mount Eden","KY","Louisville/Jefferson County","Spencer County",13313,977,0.00308008213552361,-0.0278606965174129,-0.0686367969494757,481
2019-08-31,"Ridgeville","IN",,"Randolph County",13314,861,0.00466744457409568,0.025,0.0525672371638142,702
2019-08-31,"Painter","VA",,"Accomack County",13315,925,-0.0334378265412748,-0.0759240759240759,-0.12818096135721,385
2019-08-31,"Medina","TX","San Antonio-New Braunfels","Bandera County",13316,1239,-0.00800640512409928,-0.0127490039840637,-0.0498466257668712,167
2019-08-31,"Rotan","TX",,"Fisher County",13317,1081,0,-0.0118829981718464,0.0660749506903353,740
2019-08-31,"Wentworth","NC","Greensboro-High Point","Rockingham County",13318,776,0.0291777188328912,0.0278145695364238,-0.12316384180791,785
2019-08-31,"Benton","PA","Bloomsburg-Berwick","Columbia County",13319,827,-0.00720288115246099,-0.0676437429537768,-0.197087378640777,606
2019-08-31,"Fayetteville","TX",,"Fayette County",13320,1433,0.0056140350877193,0.0177556818181818,-0.0020891364902507,391
2019-08-31,"White Post","VA","Winchester","Frederick County",13321,1672,0.0108827085852479,0.0245098039215686,0.0314620604565083,652
2019-08-31,"Sugar Grove","PA","Warren","Warren County",13322,940,-0.0105263157894737,-0.0187891440501044,0.0386740331491713,453
2019-08-31,"Rose City","MI",,"Ogemaw County",13323,885,0,0.00454029511918275,0.00340136054421769,1193
2019-08-31,"Akron","IA","Sioux City","Plymouth County",13324,898,0.00785634118967452,0.0251141552511416,-0.00773480662983425,921
2019-08-31,"Currituck","NC","Virginia Beach-Norfolk-Newport News","Currituck County",13325,1420,0.00424328147100424,0.0245310245310245,0.0660660660660661,604
2019-08-31,"Red Banks","MS","Memphis","Marshall County",13326,1022,-0.0220095693779904,-0.0182516810758886,0.00392927308447937,928
2019-08-31,"Burns Harbor","IN","Chicago-Naperville-Elgin","Porter County",13327,1264,0.00958466453674121,0.0185334407735697,0.0193548387096774,531
2019-08-31,"Edison","OH","Columbus","Morrow County",13328,1041,0.00289017341040462,0.0286561264822134,0.0644171779141104,541
2019-08-31,"Jefferson","PA","Pittsburgh","Fayette County",13329,800,-0.0037359900373599,-0.0135635018495684,-0.0577149587750294,585
2019-08-31,"Cuba","IL","Canton","Fulton County",13330,987,0.0217391304347826,0.0433403805496829,0,796
2019-08-31,"Means","KY","Mount Sterling","Menifee County",13331,900,0.00334448160535117,0.0146561443066516,0.00896860986547085,211
2019-08-31,"Crystal","MI","Grand Rapids-Wyoming","Montcalm County",13332,857,0.00116822429906542,0,0.0094228504122497,2147
2019-08-31,"Roxbury","CT","Torrington","Litchfield County",13333,1474,-0.0160213618157543,-0.0434782608695652,0.0416961130742049,1054
2019-08-31,"Lott","TX","Waco","Falls County",13334,1252,0.00724054706355591,0.0187144019528072,0.0601185436071126,240
2019-08-31,"Cowen","WV",,"Webster County",13335,775,0.00129198966408269,0.00518806744487678,-0.0384615384615385,745
2019-08-31,"Moundridge","KS","McPherson","McPherson County",13336,931,-0.0106269925611052,-0.0241090146750524,-0.0431654676258993,961
2019-08-31,"Stockbridge","NY","Syracuse","Madison County",13337,1084,0.0245746691871456,0.0938446014127144,-0.0867733782645324,444
2019-08-31,"East Brookfield","MA","Worcester","Worcester County",13338,1281,0.00866141732283465,0.00470588235294118,0.0389294403892944,863
2019-08-31,"Parkside","PA","Philadelphia-Camden-Wilmington","Delaware County",13339,1209,0.0108695652173913,0.0151133501259446,0.0746666666666667,815
2019-08-31,"Parish","NY","Syracuse","Oswego County",13340,1108,0.0202578268876611,0.0852105778648384,-0.053800170794193,616
2019-08-31,"Oldtown","MD","Cumberland","Allegany County",13341,738,-0.0146862483311081,-0.0452781371280724,-0.196078431372549,1289
2019-08-31,"Callao","VA",,"Northumberland County",13342,1353,0.00669642857142857,0.0383729854182655,0.0636792452830189,424
2019-08-31,"Magazine","AR",,"Logan County",13343,740,-0.00134952766531714,0.00543478260869565,0.0109289617486339,811
2019-08-31,"Port Washington","OH","New Philadelphia-Dover","Tuscarawas County",13344,793,0.0140664961636829,0.0205920205920206,0.0232258064516129,472
2019-08-31,"Navassa","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County",13345,1217,0.00247116968698517,0.00745033112582781,0.0184100418410042,478
2019-08-31,"Esmont","VA","Charlottesville","Albemarle County",13346,1369,0.0208799403430276,0.0522674865488086,0.0796529968454259,788
2019-08-31,"Garfield","NM","Las Cruces","Dona Ana County",13347,1231,0.0224252491694352,0.0855379188712522,0.185934489402697,296
2019-08-31,"Balcones Heights","TX","San Antonio-New Braunfels","Bexar County",13348,1136,-0.00438212094653812,-0.00612423447069116,-0.0364715860899067,271
2019-08-31,"Laurel Park","NC","Asheville","Henderson County",13349,1581,-0.00126342387871131,0.0147625160462131,0.010223642172524,1376
2019-08-31,"Stephentown","NY","Albany-Schenectady-Troy","Rensselaer County",13350,1244,-0.0273651290070367,-0.0852941176470588,-0.0460122699386503,679
2019-08-31,"Carlton","GA","Athens-Clarke County","Oglethorpe County",13351,1148,-0.00173913043478261,0.00878734622144113,0.0277529095792301,690
2019-08-31,"Munnsville","NY","Syracuse","Madison County",13352,1152,0.0140845070422535,0.0646950092421442,-0.15356355620867,129
2019-08-31,"Tisbury","MA","Vineyard Haven","Dukes County",13353,4376,0.0369668246445498,0.140474328902789,0.951828724353256,1177
2019-08-31,"La Monte","MO","Sedalia","Pettis County",13354,771,0.0293724966622163,0.0532786885245902,-0.0398505603985056,126
2019-08-31,"Cecil","WI","Shawano","Shawano County",13355,928,0.0209020902090209,0.0391937290033595,0.0311111111111111,1221
2019-08-31,"Salisbury","NY","Utica-Rome","Herkimer County",13356,829,-0.051487414187643,-0.238051470588235,-0.451356717405692,564
2019-08-31,"Cook","PA","Pittsburgh","Westmoreland County",13357,857,-0.0115340253748558,-0.0530386740331492,-0.105427974947808,832
2019-08-31,"Green Springs","OH","Tiffin","Seneca County",13358,973,0.00933609958506224,0.0242105263157895,0.0763274336283186,661
2019-08-31,"Twisp","WA",,"Okanogan County",13359,1476,-0.0013531799729364,0.00888585099111415,0.00957592339261286,1387
2019-08-31,"Mason","IL","Effingham","Effingham County",13360,1028,0.00587084148727984,0.029029029029029,-0.0255924170616114,328
2019-08-31,"Linwood","KS","Kansas City","Leavenworth County",13361,1119,-0.00973451327433628,-0.0132275132275132,-0.00267379679144385,544
2019-08-31,"Waverly","IL","Jacksonville","Morgan County",13362,863,0.00582750582750583,0.0188902007083825,0.0486026731470231,885
2019-08-31,"Le Boeuf","PA","Erie","Erie County",13363,840,0.024390243902439,0.0268948655256724,-0.0819672131147541,351
2019-08-31,"Steeleville","IL",,"Randolph County",13364,903,0.00333333333333333,0.0214932126696833,-0.0514705882352941,916
2019-08-31,"Tiffin","IA","Iowa City","Johnson County",13365,1302,-0.000767459708365311,0.0203761755485893,0.0292490118577075,1160
2019-08-31,"Port Austin","MI",,"Huron County",13366,919,0.00657174151150055,0.017718715393134,-0.00541125541125541,1116
2019-08-31,"Alpha","NJ","Allentown-Bethlehem-Easton","Warren County",13367,1424,-0.00349895031490553,0.0787878787878788,0.116862745098039,844
2019-08-31,"Ventress","LA","Baton Rouge","Pointe Coupee Parish",13368,1083,0.00370713623725672,0.0275142314990512,-0.116639477977161,657
2019-08-31,"Eure","NC","Virginia Beach-Norfolk-Newport News","Gates County",13369,1095,0,0.00458715596330275,-0.00363967242948135,360
2019-08-31,"Lizton","IN","Indianapolis-Carmel-Anderson","Hendricks County",13370,1334,0.00831443688586546,0.00225394440270473,0.00603318250377074,750
2019-08-31,"Henning","MN","Fergus Falls","Otter Tail County",13371,912,0.0189944134078212,-0.0054525627044711,-0.133903133903134,1144
2019-08-31,"Jermyn","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",13372,1124,0.0107913669064748,0.052434456928839,0.113974231912785,830
2019-08-31,"Reardan","WA",,"Lincoln County",13373,1457,0.00206327372764787,0.0125086865879083,0.0535068691250904,296
2019-08-31,"Rush","PA","Pottsville","Schuylkill County",13374,843,-0.0174825174825175,-0.0420454545454545,0.107752956636005,749
2019-08-31,"Borrego Springs","CA","San Diego-Carlsbad","San Diego County",13375,2169,0.00556328233657858,0.0216674517192652,0.0260170293282876,1876
2019-08-31,"Lamont","FL","Tallahassee","Jefferson County",13376,1249,-0.00319233838786911,0.0064464141821112,0.0611724723874257,382
2019-08-31,"Nicholson","PA","Scranton--Wilkes-Barre--Hazleton","Wyoming County",13377,1088,0.00461680517082179,0.0235183443085607,-0.00820419325432999,719
2019-08-31,"Glendale","OH","Cincinnati","Hamilton County",13378,1399,0.00575125808770669,0.013768115942029,0.0249084249084249,1040
2019-08-31,"Russia","NY","Utica-Rome","Herkimer County",13379,910,0.00552486187845304,-0.21280276816609,-0.47093023255814,597
2019-08-31,"Freedom","NY","Olean","Cattaraugus County",13380,764,-0.0485678704856787,-0.123853211009174,-0.269598470363289,646
2019-08-31,"Holcomb","KS","Garden City","Finney County",13381,966,-0.017293997965412,-0.0397614314115308,-0.0791229742612011,732
2019-08-31,"Hillsboro","ND",,"Traill County",13382,931,-0.00534188034188034,-0.0168954593453009,-0.0978682170542636,518
2019-08-31,"Hanover","MI","Jackson","Jackson County",13383,908,0.0167973124300112,0.0497109826589595,0.0341685649202733,841
2019-08-31,"Austinville","VA",,"Carroll County",13384,939,0.00751072961373391,0.0352811466372657,0.0780711825487945,744
2019-08-31,"Washington","PA","Indiana","Indiana County",13385,777,-0.0012853470437018,-0.0176991150442478,-0.150819672131148,605
2019-08-31,"Virginia","IL",,"Cass County",13386,938,0.00860215053763441,0.0107758620689655,-0.0218978102189781,724
2019-08-31,"Mazon","IL","Chicago-Naperville-Elgin","Grundy County",13387,1049,-0.0140977443609023,-0.0322878228782288,-0.106473594548552,586
2019-08-31,"South Jacksonville","IL","Jacksonville","Morgan County",13388,941,0.00319829424307036,0.00641711229946524,0.027292576419214,1395
2019-08-31,"Orland","ME",,"Hancock County",13389,1317,0,0.00765110941086458,0.103015075376884,983
2019-08-31,"Beaumont","MS","Hattiesburg","Perry County",13390,896,-0.00775193798449612,-0.00554938956714761,-0.0676378772112383,278
2019-08-31,"Grafton","NY","Albany-Schenectady-Troy","Rensselaer County",13391,1102,-0.0143112701252236,-0.00541516245487365,-0.0708263069139966,732
2019-08-31,"Biggs","CA","Chico","Butte County",13392,1468,0.00547945205479452,0.0229965156794425,0.139751552795031,871
2019-08-31,"Galena","MD",,"Kent County",13393,1555,0.00647249190938511,0.0236998025016458,0.0277594183740912,1269
2019-08-31,"Beechwood Trails","OH","Columbus","Licking County",13394,1640,-0.0120481927710843,0.00244498777506112,0.0452517527087317,889
2019-08-31,"Urbana","NY","Corning","Steuben County",13395,1187,0.00338123415046492,-0.0108333333333333,-0.134208606856309,602
2019-08-31,"Donegal","PA","Pittsburgh","Washington County",13396,886,-0.00225225225225225,0.00226244343891403,-0.00672645739910314,592
2019-08-31,"Whitefield","ME",,"Lincoln County",13397,1230,-0.00726392251815981,-0.00404858299595142,-0.0191387559808612,1015
2019-08-31,"Lenox","GA",,"Cook County",13398,937,0.00106837606837607,0.0184782608695652,0.0671981776765376,441
2019-08-31,"Smithville","MS",,"Monroe County",13399,867,0.0116686114352392,0.0321428571428571,-0.0136518771331058,720
2019-08-31,"Hanover","NM","Silver City","Grant County",13400,820,-0.0120481927710843,-0.0179640718562874,0.0110974106041924,236
2019-08-31,"Leesburg","TX",,"Camp County",13401,1239,0.0048661800486618,0.0222772277227723,0.0376884422110553,291
2019-08-31,"Bloomingdale","MI","Kalamazoo-Portage","Van Buren County",13402,1170,0.0263157894736842,0.0833333333333333,-0.130111524163569,1055
2019-08-31,"Lahoma","OK","Enid","Garfield County",13403,898,-0.00111234705228031,-0.0142700329308452,0.0158371040723982,359
2019-08-31,"Huron","NY","Rochester","Wayne County",13404,1063,-0.00561272217025257,-0.039747064137308,-0.23082489146165,802
2019-08-31,"Eagle Springs","NC","Pinehurst-Southern Pines","Moore County",13405,1216,0.00829187396351575,0.0218487394957983,-0.0177705977382876,515
2019-08-31,"Accident","MD",,"Garrett County",13406,950,-0.0355329949238579,-0.0594059405940594,-0.347975291695264,957
2019-08-31,"New Salem","ND","Bismarck","Morton County",13407,1070,0.00187265917602996,0.00753295668549906,0.0278578290105668,436
2019-08-31,"Walton Hills","OH","Cleveland-Elyria","Cuyahoga County",13408,1245,0.0138436482084691,0.0392320534223706,,985
2019-08-31,"Fernville","PA","Bloomsburg-Berwick","Columbia County",13409,950,-0.0124740124740125,-0.0335707019328586,-0.0995260663507109,236
2019-08-31,"Quinton","NJ","Philadelphia-Camden-Wilmington","Salem County",13410,1177,-0.0280759702725021,-0.0368248772504092,-0.0500403551251009,841
2019-08-31,"Upper Tyrone","PA","Pittsburgh","Fayette County",13411,759,-0.00524246395806029,0.00663129973474801,-0.0256739409499358,608
2019-08-31,"Conehatta","MS",,"Newton County",13412,907,-0.0087431693989071,-0.00110132158590308,0.0168161434977578,181
2019-08-31,"Mill City","OR","Albany","Linn County",13413,1228,0.0362869198312236,0.0380388841927303,-0.00887812752219532,787
2019-08-31,"Thermopolis","WY",,"Hot Springs County",13414,853,0.00117370892018779,-0.00466744457409568,-0.0458612975391499,1263
2019-08-31,"Brimfield","IL","Peoria","Peoria County",13415,1072,-0.00924214417744917,0,-0.0774526678141136,1102
2019-08-31,"Virgilina","VA",,"Halifax County",13416,1075,0.0326609029779059,0.0406582768635044,-0.0173674588665448,496
2019-08-31,"Alger","OH",,"Hardin County",13417,855,0.0106382978723404,0.0227272727272727,0.0264105642256903,660
2019-08-31,"Laquey","MO","Fort Leonard Wood","Pulaski County",13418,935,0.0119047619047619,0.0423634336677815,0.067351598173516,182
2019-08-31,"Bishopville","MD","Salisbury","Worcester County",13419,1573,0.00575447570332481,0.0493662441627752,0.0500667556742323,1962
2019-08-31,"West Wheatfield","PA","Indiana","Indiana County",13420,757,0.00664893617021277,0.00397877984084881,-0.0813106796116505,542
2019-08-31,"Fowler","CO",,"Otero County",13421,1212,0.011686143572621,0.0271186440677966,0.0412371134020618,834
2019-08-31,"Elk Creek","PA","Erie","Erie County",13422,962,0.017989417989418,0.0490730643402399,-0.0427860696517413,335
2019-08-31,"Tyrone","PA","Gettysburg","Adams County",13423,1291,0.00938232994526974,0.0599343185550082,0.0369477911646586,792
2019-08-31,"Woodward","PA","Williamsport","Lycoming County",13424,835,-0.0153301886792453,-0.0346820809248555,-0.0793825799338479,582
2019-08-31,"Hazen","AR",,"Prairie County",13425,749,0.00133689839572192,0.00807537012113055,-0.0170603674540682,675
2019-08-31,"Cascade","MT","Great Falls","Cascade County",13426,1096,0.0055045871559633,0.0252572497661366,-0.0161579892280072,1215
2019-08-31,"Newport","VA","Blacksburg-Christiansburg-Radford","Giles County",13427,1207,0.00332502078137988,0.0125838926174497,0.0281090289608177,574
2019-08-31,"Hilton","NY","Rochester","Monroe County",13428,1116,-0.0053475935828877,0.0191780821917808,0.0618458610846813,1836
2019-08-31,"East Hanover","PA","Lebanon","Lebanon County",13429,1105,0.0109789569990851,0.0137614678899083,-0.0036068530207394,677
2019-08-31,"Gates Mills","OH","Cleveland-Elyria","Cuyahoga County",13430,2115,-0.0275862068965517,-0.0355677154582763,-0.253705010585745,1005
2019-08-31,"Dawson","GA","Albany","Terrell County",13431,921,0.00217627856365615,0.0132013201320132,0.0313549832026876,1251
2019-08-31,"Upper Lake","CA","Clearlake","Lake County",13432,1442,0.0147783251231527,0.0248756218905473,-0.0163710777626194,769
2019-08-31,"Westwood","CA",,"Plumas County",13433,1794,0.00335570469798658,0.018161180476731,0.0826795413397707,3333
2019-08-31,"Oriental","NC","New Bern","Pamlico County",13434,1258,0.00318979266347687,0.0136986301369863,-0.0870827285921625,1591
2019-08-31,"Tyrone","PA","Harrisburg-Carlisle","Perry County",13435,1046,0.00770712909441233,0.00576923076923077,0.011605415860735,542
2019-08-31,"Oliver","PA","Harrisburg-Carlisle","Perry County",13436,963,-0.0262891809908999,-0.0686653771760155,-0.0966228893058161,538
2019-08-31,"Darby","MT",,"Ravalli County",13437,1133,0.00711111111111111,0.03,0.0759734093067426,555
2019-08-31,"Deerfield","OH","Akron","Portage County",13438,1038,0.000964320154291225,0.0216535433070866,0.0348953140578265,703
2019-08-31,"Coventry","NY",,"Chenango County",13439,1114,0.0599429115128449,-0.11376292760541,-0.365964712578258,387
2019-08-31,"Burnsville","WV",,"Braxton County",13440,793,0.00126262626262626,-0.00750938673341677,-0.0725146198830409,135
2019-08-31,"Rhododendron","OR","Portland-Vancouver-Hillsboro","Clackamas County",13441,1523,-0.00587467362924282,-0.0123216601815824,-0.0563816604708798,2139
2019-08-31,"New Ulm","TX","Houston-The Woodlands-Sugar Land","Austin County",13442,1432,0.00420757363253857,0.0127298444130127,-0.0245231607629428,455
